### ZJet_amcatnlo_Inc
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
  39                         DR_Ele2Jet1            -inf            +inf               -               -       150518.1106         2375.7976          1.0000      0.0000e+00      2.3328e-03      3.6758e-05
  40                         DR_Ele2Jet2            -inf            +inf               -               -       150518.1106         2375.7976          1.0000      0.0000e+00      2.3328e-03      3.6758e-05
  41                         DR_Jet1Jet2            -inf            +inf               -               -       150518.1106         2375.7976          1.0000      0.0000e+00      2.3328e-03      3.6758e-05
  42                             sT_eejj        300.0000            +inf               -               -       133446.4109         2250.7423          0.8866      4.7937e-03      2.0682e-03      3.4832e-05
  43                       sT_eejj_bkgCR        300.0000            +inf               -               -       133446.4109         2250.7423          1.0000      0.0000e+00      2.0682e-03      3.4832e-05
  44                             Pt_e1e2         70.0000            +inf               -               -       128884.0084         2182.7569          0.9658      4.0152e-03      1.9975e-03      3.3783e-05
  45                              M_e1e2         50.0000            +inf               -               -       127596.2247         2170.0368          0.9900      1.8164e-03      1.9775e-03      3.3587e-05
  46                        M_e1e2_bkgCR         50.0000            +inf               -               -       127596.2247         2170.0368          1.0000      0.0000e+00      1.9775e-03      3.3587e-05
  47                        preselection            -inf            +inf               -               -       127596.2247         2170.0368          1.0000      0.0000e+00      1.9775e-03      3.3587e-05
  48                         sT_eejj_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  49                          M_e1e2_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  50                         Mej_min_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  51                       sT_eejj_LQ300        475.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  52                        M_e1e2_LQ300        225.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  53                      min_M_ej_LQ300        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  54                       sT_eejj_LQ400        625.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  55                        M_e1e2_LQ400        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  56                      min_M_ej_LQ400        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  57                       sT_eejj_LQ500        770.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  58                        M_e1e2_LQ500        250.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  59                      min_M_ej_LQ500        420.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  60                       sT_eejj_LQ600        905.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  61                        M_e1e2_LQ600        265.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  62                      min_M_ej_LQ600        500.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  63                       sT_eejj_LQ700       1040.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  64                        M_e1e2_LQ700        280.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  65                      min_M_ej_LQ700        575.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  66                       sT_eejj_LQ800       1170.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  67                        M_e1e2_LQ800        295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  68                      min_M_ej_LQ800        640.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  69                       sT_eejj_LQ900       1295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  70                        M_e1e2_LQ900        315.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  71                      min_M_ej_LQ900        700.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  72                      sT_eejj_LQ1000       1415.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  73                       M_e1e2_LQ1000        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  74                     min_M_ej_LQ1000        750.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  75                      sT_eejj_LQ1100       1530.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  76                       M_e1e2_LQ1100        350.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  77                     min_M_ej_LQ1100        790.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  78                      sT_eejj_LQ1200       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  79                       M_e1e2_LQ1200        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  80                     min_M_ej_LQ1200        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  81                      sT_eejj_LQ1300       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  82                       M_e1e2_LQ1300        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  83                     min_M_ej_LQ1300        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  84                      sT_eejj_LQ1400       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  85                       M_e1e2_LQ1400        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  86                     min_M_ej_LQ1400        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  87                      sT_eejj_LQ1500       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  88                       M_e1e2_LQ1500        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  89                     min_M_ej_LQ1500        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  90                      sT_eejj_LQ1600       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  91                       M_e1e2_LQ1600        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  92                     min_M_ej_LQ1600        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  93                      sT_eejj_LQ1700       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  94                       M_e1e2_LQ1700        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  95                     min_M_ej_LQ1700        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  96                      sT_eejj_LQ1800       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  97                       M_e1e2_LQ1800        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  98                     min_M_ej_LQ1800        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  99                      sT_eejj_LQ1900       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 100                       M_e1e2_LQ1900        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 101                     min_M_ej_LQ1900        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 102                      sT_eejj_LQ2000       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 103                       M_e1e2_LQ2000        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 104                     min_M_ej_LQ2000        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00


### WZ_nlo_all
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
   0                              NoCuts               -               -               -               -    135187825.8359        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
   1                            PassJSON               -               -               -               -    135187825.8359        33498.8686          1.0000     -1.0000e+00          1.0000     -1.0000e+00
   2                          nEle_ptCut               -               -               -               -      2697633.0512         4743.4293      1.9955e-02      3.4756e-05      1.9955e-02      3.4402e-05
   3                             Ele1_Pt               -               -               -               -      2697630.6273         4743.4287          1.0000      9.1064e-07      1.9955e-02      3.4402e-05
   4                         PassTrigger               -               -               -               -      2656040.8826         4707.9710          0.9846      2.1313e-04      1.9647e-02      3.4156e-05
   5                         Reweighting          0.0000          1.0000               -               -     17151480.6446        28368.1471          6.4575     -1.0000e+00          0.1269      1.8139e-04
   6                         PassLHECuts          0.0000          1.0000               -               -     17151480.6446        28368.1471          1.0000      0.0000e+00          0.1269      1.8139e-04
   7                            PassJSON          0.0000          1.0000               -               -     17151480.6446        28368.1471          1.0000      0.0000e+00          0.1269      1.8139e-04
   8                             PassHLT          0.0000          1.0000               -               -     17151480.6446        28368.1471          1.0000      0.0000e+00          0.1269      1.8139e-04
   9  PassGlobalSuperTightHalo2016Filter          0.0000          1.0000               -               -     17150933.4015        28367.6584          1.0000      9.7140e-06          0.1269      1.8139e-04
  10                    PassGoodVertices          0.0000          1.0000               -               -     17150933.4015        28367.6584          1.0000      0.0000e+00          0.1269      1.8139e-04
  11                 PassHBHENoiseFilter          0.0000          1.0000               -               -     17150782.5602        28367.5511          1.0000      4.5522e-06          0.1269      1.8139e-04
  12              PassHBHENoiseIsoFilter          0.0000          1.0000               -               -     17147766.0685        28365.7778          0.9998      1.8505e-05          0.1268      1.8138e-04
  13         PassBadEESupercrystalFilter          0.0000          1.0000               -               -     17147766.0685        28365.7778          1.0000      0.0000e+00          0.1268      1.8138e-04
  14            PassEcalDeadCellTrigPrim          0.0000          1.0000               -               -     17143717.3521        28362.0962          0.9998      2.6664e-05          0.1268      1.8137e-04
  15                 PassBadPFMuonFilter          0.0000          1.0000               -               -     17143057.8043        28361.5263          1.0000      1.0494e-05          0.1268      1.8136e-04
  16              PassEcalBadCalibFilter          0.0000          1.0000               -               -     17141372.7370        28360.3162          0.9999      1.5292e-05          0.1268      1.8136e-04
  17                            PassNEle          0.0000          1.0000               -               -     17199639.6900        28628.0368          1.0034     -1.0000e+00          0.1272      1.8297e-04
  18                           PassNMuon          0.0000          1.0000               -               -     15571557.3305        26702.2691          0.9053      5.6323e-04          0.1152      1.7339e-04
  19                     nEle_hltMatched            -inf            +inf               -               -     15513290.3792        26415.0376          0.9963      2.5015e-04          0.1148      1.7162e-04
  20                     nJet_hltMatched            -inf            +inf               -               -     15513290.3792        26415.0376          1.0000      0.0000e+00          0.1148      1.7162e-04
  21                             Ele1_Pt         50.0000            +inf               -               -     12759591.8055        24454.9762          0.8225      5.9920e-04      9.4384e-02      1.6303e-04
  22                            Ele1_Eta            -inf            +inf               -               -     12759591.8055        24454.9762          1.0000      0.0000e+00      9.4384e-02      1.6303e-04
  23                            Ele1_Phi            -inf            +inf               -               -     12759591.8055        24454.9762          1.0000      0.0000e+00      9.4384e-02      1.6303e-04
  24                             Ele2_Pt         50.0000            +inf               -               -      5598109.3139        16894.2339          0.4387      9.6076e-04      4.1410e-02      1.1976e-04
  25                            Ele2_Eta            -inf            +inf               -               -      5598109.3139        16894.2339          1.0000      0.0000e+00      4.1410e-02      1.1976e-04
  26                            Ele2_Phi            -inf            +inf               -               -      5598109.3139        16894.2339          1.0000      0.0000e+00      4.1410e-02      1.1976e-04
  27                                nJet            -inf            +inf               -               -      5598109.3139        16894.2339          1.0000      0.0000e+00      4.1410e-02      1.1976e-04
  28                             Jet1_Pt         50.0000            +inf               -               -      3756066.2386        13293.4145          0.6710      1.4747e-03      2.7784e-02      9.5623e-05
  29                            Jet1_Eta         -2.4000          2.4000               -               -      3756066.2386        13293.4145          1.0000      0.0000e+00      2.7784e-02      9.5623e-05
  30                            Jet1_Phi            -inf            +inf               -               -      3756066.2386        13293.4145          1.0000      0.0000e+00      2.7784e-02      9.5623e-05
  31                             Jet2_Pt         50.0000            +inf               -               -      1672685.0346         8221.9408          0.4453      1.7355e-03      1.2373e-02      6.0100e-05
  32                            Jet2_Eta         -2.4000          2.4000               -               -      1672685.0346         8221.9408          1.0000      0.0000e+00      1.2373e-02      6.0100e-05
  33                            Jet2_Phi         -1.5700         -0.8700               -               -       186725.6159         2750.2004          0.1116      1.5505e-03      1.3812e-03      2.0328e-05
  34                             Jet3_Pt            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  35                            Jet3_Eta         -2.4000          2.4000               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  36                            Jet3_Phi            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  37                         DR_Ele1Jet1            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  38                         DR_Ele1Jet2            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  39                         DR_Ele2Jet1            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  40                         DR_Ele2Jet2            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  41                         DR_Jet1Jet2            -inf            +inf               -               -       186725.6159         2750.2004          1.0000      0.0000e+00      1.3812e-03      2.0328e-05
  42                             sT_eejj        300.0000            +inf               -               -       165956.3303         2604.7110          0.8888      4.4815e-03      1.2276e-03      1.9256e-05
  43                       sT_eejj_bkgCR        300.0000            +inf               -               -       165956.3303         2604.7110          1.0000      0.0000e+00      1.2276e-03      1.9256e-05
  44                             Pt_e1e2         70.0000            +inf               -               -       159075.3986         2521.0677          0.9585      3.8365e-03      1.1767e-03      1.8639e-05
  45                              M_e1e2         50.0000            +inf               -               -       156727.2318         2502.8526          0.9852      1.8891e-03      1.1593e-03      1.8504e-05
  46                        M_e1e2_bkgCR         50.0000            +inf               -               -       156727.2318         2502.8526          1.0000      0.0000e+00      1.1593e-03      1.8504e-05
  47                        preselection            -inf            +inf               -               -       156727.2318         2502.8526          1.0000      0.0000e+00      1.1593e-03      1.8504e-05
  48                         sT_eejj_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  49                          M_e1e2_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  50                         Mej_min_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  51                       sT_eejj_LQ300        475.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  52                        M_e1e2_LQ300        225.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  53                      min_M_ej_LQ300        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  54                       sT_eejj_LQ400        625.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  55                        M_e1e2_LQ400        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  56                      min_M_ej_LQ400        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  57                       sT_eejj_LQ500        770.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  58                        M_e1e2_LQ500        250.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  59                      min_M_ej_LQ500        420.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  60                       sT_eejj_LQ600        905.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  61                        M_e1e2_LQ600        265.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  62                      min_M_ej_LQ600        500.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  63                       sT_eejj_LQ700       1040.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  64                        M_e1e2_LQ700        280.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  65                      min_M_ej_LQ700        575.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  66                       sT_eejj_LQ800       1170.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  67                        M_e1e2_LQ800        295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  68                      min_M_ej_LQ800        640.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  69                       sT_eejj_LQ900       1295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  70                        M_e1e2_LQ900        315.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  71                      min_M_ej_LQ900        700.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  72                      sT_eejj_LQ1000       1415.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  73                       M_e1e2_LQ1000        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  74                     min_M_ej_LQ1000        750.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  75                      sT_eejj_LQ1100       1530.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  76                       M_e1e2_LQ1100        350.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  77                     min_M_ej_LQ1100        790.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  78                      sT_eejj_LQ1200       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  79                       M_e1e2_LQ1200        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  80                     min_M_ej_LQ1200        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  81                      sT_eejj_LQ1300       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  82                       M_e1e2_LQ1300        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  83                     min_M_ej_LQ1300        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  84                      sT_eejj_LQ1400       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  85                       M_e1e2_LQ1400        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  86                     min_M_ej_LQ1400        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  87                      sT_eejj_LQ1500       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  88                       M_e1e2_LQ1500        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  89                     min_M_ej_LQ1500        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  90                      sT_eejj_LQ1600       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  91                       M_e1e2_LQ1600        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  92                     min_M_ej_LQ1600        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  93                      sT_eejj_LQ1700       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  94                       M_e1e2_LQ1700        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  95                     min_M_ej_LQ1700        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  96                      sT_eejj_LQ1800       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  97                       M_e1e2_LQ1800        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  98                     min_M_ej_LQ1800        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  99                      sT_eejj_LQ1900       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 100                       M_e1e2_LQ1900        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 101                     min_M_ej_LQ1900        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 102                      sT_eejj_LQ2000       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 103                       M_e1e2_LQ2000        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 104                     min_M_ej_LQ2000        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00


### DIBOSON_nlo
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
   0                              NoCuts               -               -               -               -    210152335.7991        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
   1                            PassJSON               -               -               -               -    210152335.7991        31859.3751          1.0000     -1.0000e+00          1.0000     -1.0000e+00
   2                          nEle_ptCut               -               -               -               -      6227155.8941         5116.4756      2.9632e-02      2.4053e-05      2.9632e-02      2.3629e-05
   3                             Ele1_Pt               -               -               -               -      6227155.1095         5116.4756          1.0000      1.0380e-10      2.9632e-02      2.3629e-05
   4                         PassTrigger               -               -               -               -      6119948.4211         5076.9132          0.9828      1.0127e-04      2.9121e-02      2.3459e-05
   5                         Reweighting          0.0000          1.0000               -               -     26968753.9075        30653.4106          4.4067     -1.0000e+00          0.1283      1.2584e-04
   6                         PassLHECuts          0.0000          1.0000               -               -     26968753.9075        30653.4106          1.0000      0.0000e+00          0.1283      1.2584e-04
   7                            PassJSON          0.0000          1.0000               -               -     26968753.9075        30653.4106          1.0000      0.0000e+00          0.1283      1.2584e-04
   8                             PassHLT          0.0000          1.0000               -               -     26968753.9075        30653.4106          1.0000      0.0000e+00          0.1283      1.2584e-04
   9  PassGlobalSuperTightHalo2016Filter          0.0000          1.0000               -               -     26967893.4948        30653.0187          1.0000      5.7509e-06          0.1283      1.2584e-04
  10                    PassGoodVertices          0.0000          1.0000               -               -     26967893.4948        30653.0187          1.0000      0.0000e+00          0.1283      1.2584e-04
  11                 PassHBHENoiseFilter          0.0000          1.0000               -               -     26967623.5403        30652.8780          1.0000      3.4463e-06          0.1283      1.2584e-04
  12              PassHBHENoiseIsoFilter          0.0000          1.0000               -               -     26963825.7493        30651.1605          0.9999      1.2039e-05          0.1283      1.2583e-04
  13         PassBadEESupercrystalFilter          0.0000          1.0000               -               -     26963825.7493        30651.1605          1.0000      0.0000e+00          0.1283      1.2583e-04
  14            PassEcalDeadCellTrigPrim          0.0000          1.0000               -               -     26960194.5950        30648.2788          0.9999      1.5596e-05          0.1283      1.2583e-04
  15                 PassBadPFMuonFilter          0.0000          1.0000               -               -     26959260.7163        30647.6138          1.0000      7.4933e-06          0.1283      1.2582e-04
